decision_id,title,created_at,status,voted_at,objectives,vote_result,option_id,option_label,option_pros,option_cons
55,chèques dejeuner / carte UP,2023-03-21 14:03:35.067425+00,voted,2023-05-25 11:21:11.599513+00,"Laisser les chèques déjeuner / carte UP obligatoires ou non. Pour rappel, aujourd'hui, la situation est la suivante:
  - Chacun a un chèque déjeuner par jour entier travaillé / télétravaillé.
  - La valeur du titre déjeuner est de 9€ - Part employeur: 60% (5,40€) - part salarié : 40% (3,60€)

Dans le cas ou nous choisirions la solution OBLIGATOIRE pour tous, la collaborateur qui n'en aurait pas l'utilité pourrait par exemple faire don de ses chèques déjeuner à l'association ""Action contre la faim"", dont vous trouverez plus d'informations sur le site suivant:   https://www.actioncontrelafaim.org/nous-aider/je-dej-je-donne/

Dans le cas ou nous choisirions la solution NON OBLIGATOIRE , le protocole serait le suivant:
Faire un courrier daté et signé à la cogérance, expliquant les raisons du refus des chèques/carte déjeuner et d'accepter ainsi de ne pas recevoir cet avantage offert par Cadoles. 
Dans ce cas de figure, les deux options seront donc les suivantes: 
  -  Pas de chèque/carte déjeuner
  -  Chèque/carte déjeuner pour chaque jour travaillé.

Pour rappel, vous pouvez choisir de prendre et la carte et les chèques déjeuner, moitié/moitié par mois. Par exemple, vous avez travaillé  jours dans le mois, vous avez la possibilité de demander  titres en chèque et  titres chargés sur la carte UP.","choix 1 : Voté
Pour 10
Contre 2
",kLBJ5WY7oyLgwPsrhJM98gTWAJXhLsdTPVYmPCf2P87iZoZEa,Pour que chacun puisse refuser l'avantage chèque déjeuner,Chacun a le choix,""
55,chèques dejeuner / carte UP,2023-03-21 14:03:35.067425+00,voted,2023-05-25 11:21:11.599513+00,"Laisser les chèques déjeuner / carte UP obligatoires ou non. Pour rappel, aujourd'hui, la situation est la suivante:
  - Chacun a un chèque déjeuner par jour entier travaillé / télétravaillé.
  - La valeur du titre déjeuner est de 9€ - Part employeur: 60% (5,40€) - part salarié : 40% (3,60€)

Dans le cas ou nous choisirions la solution OBLIGATOIRE pour tous, la collaborateur qui n'en aurait pas l'utilité pourrait par exemple faire don de ses chèques déjeuner à l'association ""Action contre la faim"", dont vous trouverez plus d'informations sur le site suivant:   https://www.actioncontrelafaim.org/nous-aider/je-dej-je-donne/

Dans le cas ou nous choisirions la solution NON OBLIGATOIRE , le protocole serait le suivant:
Faire un courrier daté et signé à la cogérance, expliquant les raisons du refus des chèques/carte déjeuner et d'accepter ainsi de ne pas recevoir cet avantage offert par Cadoles. 
Dans ce cas de figure, les deux options seront donc les suivantes: 
  -  Pas de chèque/carte déjeuner
  -  Chèque/carte déjeuner pour chaque jour travaillé.

Pour rappel, vous pouvez choisir de prendre et la carte et les chèques déjeuner, moitié/moitié par mois. Par exemple, vous avez travaillé  jours dans le mois, vous avez la possibilité de demander  titres en chèque et  titres chargés sur la carte UP.","choix 1 : Voté
Pour 10
Contre 2
",QxGwPsshGrcmfKNLNmG4HLix1i5uKRsTayhYSsrXXcLguGfHu,Pour que cela reste obligatoire,"Tout le monde est soumis au même traitement .
En faire don à l'association "" Action contre la Fin"" pour ceux qui n'en auraient pas l'utilité.","Certains ne peuvent les utiliser (éloignement géographique, télétravail, mode de consommation)"
10,Fluidifier les AC grâce à Daddy,2021-01-04 11:21:40.427349+00,draft,"0001-01-01 00:00:00+00","Faute de temps supplémentaire actuellement, la demie journée d'AC est le seul temps garanti pour chacun afin de contribuer à la vie d'entreprise.

Ce temps est actuellement occupé d'une part par un tour des groupes de travail en cours, souvent conclu par un constat de stagnation d'une bonne partie des groupes. 

L'autre part de ce temps est dédiée aux discussions autour des DAD à voter. Le statut de certains DAD est parfois flou au moment de leur présentation, il n'est pas rare que le DAD suscite beaucoup de discussions, voir même d'ajout d'options de dernière minute. 

Daddy devrait dans l'idéal être garant du statut d'un DAD et du verrouillage de ce statut suffisamment en amont de l'AC concernée. Daddy devrait pour ce faire permettre divers commentaires et amendements historisés  afin de faciliter la discussion autour d'un DAD en amont de l'AC. On pourrait imaginer par exemple que chacun puisse soulever des objections en amont ou bien se signaler comme prêt à voter un DAD. Les personnes qui conduisent l'AC pourraient suivre un fil conducteur donné par Daddy et fluidifier ainsi la réunion en évitant des redites ou les prises de paroles non souhaitées. L'ensemble des améliorations à apporter devraient faire l'objet d'un jalon spécifique sur le projet.","[11/05] Il manque l'estimation du temps de développement nécessaire, le vote est ajourné.",QsPLkvVATuL8yaY7RAnn37XcC4LWb6N4kH3TFbVcAemKndoVq,Conserver le fonctionnement actuel,"Pas de développements supplémentaires sur Daddy.
Pas d'effort lié au changement de fonctionnement.","On conserve une certaine inertie (+ 1 mois pour chaque sujet non traité en AC)
L'AC est assez lourde, avec un temps incompressible de prise de parole élevé pour parfois peu de progrès des sujets."
10,Fluidifier les AC grâce à Daddy,2021-01-04 11:21:40.427349+00,draft,"0001-01-01 00:00:00+00","Faute de temps supplémentaire actuellement, la demie journée d'AC est le seul temps garanti pour chacun afin de contribuer à la vie d'entreprise.

Ce temps est actuellement occupé d'une part par un tour des groupes de travail en cours, souvent conclu par un constat de stagnation d'une bonne partie des groupes. 

L'autre part de ce temps est dédiée aux discussions autour des DAD à voter. Le statut de certains DAD est parfois flou au moment de leur présentation, il n'est pas rare que le DAD suscite beaucoup de discussions, voir même d'ajout d'options de dernière minute. 

Daddy devrait dans l'idéal être garant du statut d'un DAD et du verrouillage de ce statut suffisamment en amont de l'AC concernée. Daddy devrait pour ce faire permettre divers commentaires et amendements historisés  afin de faciliter la discussion autour d'un DAD en amont de l'AC. On pourrait imaginer par exemple que chacun puisse soulever des objections en amont ou bien se signaler comme prêt à voter un DAD. Les personnes qui conduisent l'AC pourraient suivre un fil conducteur donné par Daddy et fluidifier ainsi la réunion en évitant des redites ou les prises de paroles non souhaitées. L'ensemble des améliorations à apporter devraient faire l'objet d'un jalon spécifique sur le projet.","[11/05] Il manque l'estimation du temps de développement nécessaire, le vote est ajourné.",n1nGZedJ4mypAbC54Q3KzRBd2K4nf2U9nbS174FNDUXT4PT9E,"Ajouter le minimum de fonctionnalités nécessaires à Daddy (jalon Fluidifier les AC, priorité haute seulement)","Permet d'anticiper sur les AC en permettant plus facilement d'échanger autour d'un DAD en cours.
Permet un temps de développement moyen pour avoir une base de travail suffisante.
Peut libérer un peu de temps d'AC pour travailler en groupe.","Il faut trouver du temps pour développer ces fonctionnalités.
On ne solutionne qu'une partie du problème et la publicité des DAD n'est pas vraiment assurée de manière autonome."
10,Fluidifier les AC grâce à Daddy,2021-01-04 11:21:40.427349+00,draft,"0001-01-01 00:00:00+00","Faute de temps supplémentaire actuellement, la demie journée d'AC est le seul temps garanti pour chacun afin de contribuer à la vie d'entreprise.

Ce temps est actuellement occupé d'une part par un tour des groupes de travail en cours, souvent conclu par un constat de stagnation d'une bonne partie des groupes. 

L'autre part de ce temps est dédiée aux discussions autour des DAD à voter. Le statut de certains DAD est parfois flou au moment de leur présentation, il n'est pas rare que le DAD suscite beaucoup de discussions, voir même d'ajout d'options de dernière minute. 

Daddy devrait dans l'idéal être garant du statut d'un DAD et du verrouillage de ce statut suffisamment en amont de l'AC concernée. Daddy devrait pour ce faire permettre divers commentaires et amendements historisés  afin de faciliter la discussion autour d'un DAD en amont de l'AC. On pourrait imaginer par exemple que chacun puisse soulever des objections en amont ou bien se signaler comme prêt à voter un DAD. Les personnes qui conduisent l'AC pourraient suivre un fil conducteur donné par Daddy et fluidifier ainsi la réunion en évitant des redites ou les prises de paroles non souhaitées. L'ensemble des améliorations à apporter devraient faire l'objet d'un jalon spécifique sur le projet.","[11/05] Il manque l'estimation du temps de développement nécessaire, le vote est ajourné.",jp4dp3bfHHGvvoRwJRVbws52J4ba96vH6txn8AkjRtMRu25Mu,"Ajouter toutes les fonctionnalités nécessaires à Daddy (jalon Fluidifier les AC, tous les tickets)","Permet d'anticiper sur les AC en permettant plus facilement d'échanger autour d'un DAD en cours.
Permet la publicité des DAD assurée de manière autonome.
Peut libérer plus de temps d'AC pour travailler en groupe.","Il faut trouver encore plus de temps pour développer ces fonctionnalités.
Il n'y a pas de garantie que l'autonomie fonctionne vraiment mieux, cela repose sur le fait de suivre la publicité gérée par Daddy et de prendre un peu de temps plus régulièrement pour commenter / valider les DAD."
70,Méthode de calcul du montant des dons au logiciel libre (2),2025-04-01 10:47:42.0242+00,voted,2025-04-15 12:53:33.231608+00,Définir le mode de calcul du montant alloué aux dons aux logiciels libres,"Pour = 10
Contre = 1
Blanc = 1
12 votants",PzgJ7m1kryiQdAzPR98mcFkQ7M3gxZx34CAg5Vfw5gmjAxJ5q,Pour,"- Part variable rassurante en cas d'année déficitaire
- Vision à mi-chemin entre ""l'obligation morale"" et ""faire profiter les LL de nos bonnes années""",""
70,Méthode de calcul du montant des dons au logiciel libre (2),2025-04-01 10:47:42.0242+00,voted,2025-04-15 12:53:33.231608+00,Définir le mode de calcul du montant alloué aux dons aux logiciels libres,"Pour = 10
Contre = 1
Blanc = 1
12 votants",joeRK6UrpoXwVyBXxmv7KXuFFVdqM7mkofdzXg1JLedsDZZhg,Contre,Une autre méthode de calcul doit exister,""
5,Nouvelle embauche,2020-12-31 15:35:45.576985+00,voted,2021-01-12 16:27:49.831014+00,"Inscrire une nouvelle embauche au budget prévisionnel de l'exercice 2020-2021.
Avec une estimation mensuelle de nouvelle charge de 4 700 € et dans l'hypothèse que l'embauche se ferait au mois de février, au salaire senior, cela représente une augmentation de charge de l'ordre de 23 500 €. L'affectation de cette nouvelle ressource sera à discuter mais n'est pas l'objet de ce DAD.",Adopté avec 1 abstention,n1P7vcbExVLockuYTcj1uxWiZrZ4aiqVmKp5rrDKdmcabD4LY,Prévoir une embauche au budget prévisionnel de l'exercice 2020-2021,Augmenter notre CAF (capacité à faire) d'1 ETP (équivalent temps plein),Coût supplémentaire au budget
5,Nouvelle embauche,2020-12-31 15:35:45.576985+00,voted,2021-01-12 16:27:49.831014+00,"Inscrire une nouvelle embauche au budget prévisionnel de l'exercice 2020-2021.
Avec une estimation mensuelle de nouvelle charge de 4 700 € et dans l'hypothèse que l'embauche se ferait au mois de février, au salaire senior, cela représente une augmentation de charge de l'ordre de 23 500 €. L'affectation de cette nouvelle ressource sera à discuter mais n'est pas l'objet de ce DAD.",Adopté avec 1 abstention,SC6a8xQ5nnibKwJXZqspmnUMZXabjjnkrnTuXVVK7ciYXpLmy,Ne pas prévoir d'embauche au budget de l'exercice 2020-2021,Limiter les coûts,Il n'y a pas d'augmentation d'ETP donc toujours un manque
13,3 - Execution du modèle opérationnel,2021-02-01 11:26:22.019587+00,voted,2021-02-22 11:06:05.405032+00,"Nous devons planifier l'adoption progressive du modèle opérationnel. Nous proposons une application d'un mois sur les cinq projets de tests présentés dans le DAD précédent, puis il nous restera trois mois avant la fin de l’exercice en cours pour tenter de définir tous les projets restants si le test est concluant.","    Pour : 9
    Contre : 1 
    Abstention : 2 ",m8J1cG7DP48d2QewyCT3HzQsox9Q8TmLR3Cd2btd7Sy81cn4C,Acceptation de la proposition,Nous avons un objectif clair qui devrait nous laisser le temps d'expérimenter puis appliquer notre modèle opérationnel si tout se passe bien,Cela représente du travail supplémentaire dans des plannings déjà bien chargés
13,3 - Execution du modèle opérationnel,2021-02-01 11:26:22.019587+00,voted,2021-02-22 11:06:05.405032+00,"Nous devons planifier l'adoption progressive du modèle opérationnel. Nous proposons une application d'un mois sur les cinq projets de tests présentés dans le DAD précédent, puis il nous restera trois mois avant la fin de l’exercice en cours pour tenter de définir tous les projets restants si le test est concluant.","    Pour : 9
    Contre : 1 
    Abstention : 2 ",n1t4UmP6XphQZCh1utwDdHh7Q63Coc9WEQhb1iuug4HgLNEKa,Modification de la proposition,"Le but étant de trouver une temporalité qui convienne à la majorité, nous pouvons réfléchir à une stratégie d'application différente pour atteindre notre objectif",La date de clôture de l'exercice est intéressante et il serait plus simple de s'y tenir pour démarrer le suivant dans les meilleures conditions
11,Qualiopi,2021-01-21 15:09:44.298684+00,voted,2021-03-11 09:28:24.349295+00,"S'engager ou non dans la démarche Qualiopi.
Si engagement, créer un groupe de travail pour préparer l'audit de certification et décider de se faire accompagner ou pas dans cette démarche par un prestataire extérieur.
Si non, choisir une solution de portage, éventuellement parmi celles proposées.","Vote du 16/02/2021 :
Se faire certifier Qualiopi
    Pour : 0
    Contre : 
    Abstention : 

Ne pas se faire certifier Qualiopi
    Pour : 9
    Contre : 0
    Abstention : 3

 Remarques : ne pas se faire certifier Qualiopi implique soit de recourir à un portage, soit de ne pas répondre à l'AO formation EOLE.
 
Recourir au portage via la société 2i2l :
    Pour : 5
    Contre : 
    Abstention : 
 
Recourir au portage via la CAE Bourgogne :    
    Pour : 3
    Contre : 
    Abstention : 
 
Recourir au portage via Go-on Formation :    
    Pour : 7
    Contre : 
    Abstention : 

 Il est donc décidé de prioriser le partenariat avec Go-on, sous réserve de volontaires pour réaliser la formation demandée en échange, puis 2i2l en second choix. D'autre part, la publication de l'AO formation EOLE avec une date limite de réponse au 25/02 pose question. En effet, la certification Qualiopi sera nécessaire à partir du 01/01/22. Le prestataire choisi sera il en mesure de répondre à l'AO dans les temps?",NDuVZHUT2jGWYUJkcU2Gvtej9BvimJ2XaTHUoF3W56zJC3HGj,Se faire certifier Qualiopi,"Continuer à proposer des formations après le 01/01/2022 pour lesquelles la certification est demandée

S'engager dans une démarche qualité plus poussée
","Temps de préparation et de MAJ de nos procédures non négligeable

Coût de la certification (audit initial + audit à 18mois = 1650€)

+ coût éventuel d'un accompagnement extérieur et / ou d'une formation pour le groupe de travail (cf DAD présenté initialement)

Risque de non obtention de la certification
"
11,Qualiopi,2021-01-21 15:09:44.298684+00,voted,2021-03-11 09:28:24.349295+00,"S'engager ou non dans la démarche Qualiopi.
Si engagement, créer un groupe de travail pour préparer l'audit de certification et décider de se faire accompagner ou pas dans cette démarche par un prestataire extérieur.
Si non, choisir une solution de portage, éventuellement parmi celles proposées.","Vote du 16/02/2021 :
Se faire certifier Qualiopi
    Pour : 0
    Contre : 
    Abstention : 

Ne pas se faire certifier Qualiopi
    Pour : 9
    Contre : 0
    Abstention : 3

 Remarques : ne pas se faire certifier Qualiopi implique soit de recourir à un portage, soit de ne pas répondre à l'AO formation EOLE.
 
Recourir au portage via la société 2i2l :
    Pour : 5
    Contre : 
    Abstention : 
 
Recourir au portage via la CAE Bourgogne :    
    Pour : 3
    Contre : 
    Abstention : 
 
Recourir au portage via Go-on Formation :    
    Pour : 7
    Contre : 
    Abstention : 

 Il est donc décidé de prioriser le partenariat avec Go-on, sous réserve de volontaires pour réaliser la formation demandée en échange, puis 2i2l en second choix. D'autre part, la publication de l'AO formation EOLE avec une date limite de réponse au 25/02 pose question. En effet, la certification Qualiopi sera nécessaire à partir du 01/01/22. Le prestataire choisi sera il en mesure de répondre à l'AO dans les temps?",RKdQoD56sXG3ohhhKiX6JC6BhdMMD8foaTW1Fsroo6rB8d7wM,Ne pas se faire certifier Qualiopi,"Pas de certification à obtenir ni de coût lié à la certification

Possibilité de devenir sous-traitant pour un organisme de formation certifié (conditions et candidats potentiels à étudier)","Cadoles ne pourra plus répondre seul à des AO et/ou nos clients ne pourront plus se faire financer nos formations à partir du 01/01/22 sans certification 

Dans le cas d'une sous-traitance, nous devrons malgré tout remplir nombres d'exigences de la norme

Coût du portage

Dépendance à un autre organisme de formation si portage"
11,Qualiopi,2021-01-21 15:09:44.298684+00,voted,2021-03-11 09:28:24.349295+00,"S'engager ou non dans la démarche Qualiopi.
Si engagement, créer un groupe de travail pour préparer l'audit de certification et décider de se faire accompagner ou pas dans cette démarche par un prestataire extérieur.
Si non, choisir une solution de portage, éventuellement parmi celles proposées.","Vote du 16/02/2021 :
Se faire certifier Qualiopi
    Pour : 0
    Contre : 
    Abstention : 

Ne pas se faire certifier Qualiopi
    Pour : 9
    Contre : 0
    Abstention : 3

 Remarques : ne pas se faire certifier Qualiopi implique soit de recourir à un portage, soit de ne pas répondre à l'AO formation EOLE.
 
Recourir au portage via la société 2i2l :
    Pour : 5
    Contre : 
    Abstention : 
 
Recourir au portage via la CAE Bourgogne :    
    Pour : 3
    Contre : 
    Abstention : 
 
Recourir au portage via Go-on Formation :    
    Pour : 7
    Contre : 
    Abstention : 

 Il est donc décidé de prioriser le partenariat avec Go-on, sous réserve de volontaires pour réaliser la formation demandée en échange, puis 2i2l en second choix. D'autre part, la publication de l'AO formation EOLE avec une date limite de réponse au 25/02 pose question. En effet, la certification Qualiopi sera nécessaire à partir du 01/01/22. Le prestataire choisi sera il en mesure de répondre à l'AO dans les temps?",Q5AkNHuLaYZbfLLbZKCxssQv7h81nzrZC2J51eu2QH7Rw1gY4,Choix de la solution de portage avec 2i2l,"A des accointances avec d’autres membres du réseau LE

Valeurs communes (libre)

Catalogue spécialisé dans les formations logiciels libres

Apport éventuel d’un réseau et de nouveaux clients, de nouvelles formations?

Dispose d’une salle de formation mobile et d'une salle à Paris

Infrastructure pour formation à distance et suivi (moodle et big blue button) = pourrait être utile à l'avenir

Formations complémentaires aux nôtres ?"," Demande 30 %  du montant de la formation en commission (hors frais de déplacement)

Certification Qualiopi à venir"
11,Qualiopi,2021-01-21 15:09:44.298684+00,voted,2021-03-11 09:28:24.349295+00,"S'engager ou non dans la démarche Qualiopi.
Si engagement, créer un groupe de travail pour préparer l'audit de certification et décider de se faire accompagner ou pas dans cette démarche par un prestataire extérieur.
Si non, choisir une solution de portage, éventuellement parmi celles proposées.","Vote du 16/02/2021 :
Se faire certifier Qualiopi
    Pour : 0
    Contre : 
    Abstention : 

Ne pas se faire certifier Qualiopi
    Pour : 9
    Contre : 0
    Abstention : 3

 Remarques : ne pas se faire certifier Qualiopi implique soit de recourir à un portage, soit de ne pas répondre à l'AO formation EOLE.
 
Recourir au portage via la société 2i2l :
    Pour : 5
    Contre : 
    Abstention : 
 
Recourir au portage via la CAE Bourgogne :    
    Pour : 3
    Contre : 
    Abstention : 
 
Recourir au portage via Go-on Formation :    
    Pour : 7
    Contre : 
    Abstention : 

 Il est donc décidé de prioriser le partenariat avec Go-on, sous réserve de volontaires pour réaliser la formation demandée en échange, puis 2i2l en second choix. D'autre part, la publication de l'AO formation EOLE avec une date limite de réponse au 25/02 pose question. En effet, la certification Qualiopi sera nécessaire à partir du 01/01/22. Le prestataire choisi sera il en mesure de répondre à l'AO dans les temps?",jpGETCVkj7vUFoFUBiCXCeUQVc8tMBgXwP3WFC3dJxd9d5z4X,Choix de la solution de portage avec la CAE Bourgogne,"Valeurs communes (format scic)

Bureaux à Dijon

Le % demandé semble raisonnable même s’il reste à confirmer (probablement un peu plus de 12%)","Aucun rapport avec notre activité

Certification Qualiopi à venir

En dehors de leur cadre habituel (habituellement des entrepreneurs salariés)

Pas de service complémentaire comme salle, plateforme de formation à distance..."
11,Qualiopi,2021-01-21 15:09:44.298684+00,voted,2021-03-11 09:28:24.349295+00,"S'engager ou non dans la démarche Qualiopi.
Si engagement, créer un groupe de travail pour préparer l'audit de certification et décider de se faire accompagner ou pas dans cette démarche par un prestataire extérieur.
Si non, choisir une solution de portage, éventuellement parmi celles proposées.","Vote du 16/02/2021 :
Se faire certifier Qualiopi
    Pour : 0
    Contre : 
    Abstention : 

Ne pas se faire certifier Qualiopi
    Pour : 9
    Contre : 0
    Abstention : 3

 Remarques : ne pas se faire certifier Qualiopi implique soit de recourir à un portage, soit de ne pas répondre à l'AO formation EOLE.
 
Recourir au portage via la société 2i2l :
    Pour : 5
    Contre : 
    Abstention : 
 
Recourir au portage via la CAE Bourgogne :    
    Pour : 3
    Contre : 
    Abstention : 
 
Recourir au portage via Go-on Formation :    
    Pour : 7
    Contre : 
    Abstention : 

 Il est donc décidé de prioriser le partenariat avec Go-on, sous réserve de volontaires pour réaliser la formation demandée en échange, puis 2i2l en second choix. D'autre part, la publication de l'AO formation EOLE avec une date limite de réponse au 25/02 pose question. En effet, la certification Qualiopi sera nécessaire à partir du 01/01/22. Le prestataire choisi sera il en mesure de répondre à l'AO dans les temps?",mecQLnwqyL3FCCXVoHSCi63AvSPYFr5dcSC8EbwCLPmGJ7KQQ,Choix de la solution de portage avec Go-on formation,"Partage de valeurs (SCOP, valeurs humaines), volonté de « passer » au libre

Certifiés Qualiopi depuis 2019

Proposent un « troc » (9h de formation en visio + préparation) contre le portage de 45j de formation","Leurs formations / publics sont très éloignés des nôtres

Préparer une formation spécifique à leur demande qui ne sera probablement pas         réutilisée, trouver un/des volontaire(s) pour cette formation ?

Pas de solution de formation à distance aujourd'hui"
40,Décider le niveau d'implication de l'AC dans le Modèle Budgétaire ,2021-12-14 16:25:07.237013+00,voted,2022-01-14 08:57:55.567816+00,"Nous devons définir jusqu'à quel niveau l'AC souhaite prendre des décisions sur la structure du Modèle Budgétaire
Le choix du niveau impliquera que le niveau souhaité sera nécessairement inscrit dans ""Scop Cadoles""
","Option A : 7
Option B : 1
Option C : 2
Nul : 1
Abstention : 2
Blanc : 1",NKCEqyGZMn36nVNkMHEtVWX99QBSnyxiyz3WkGmqEcgXVuZ14,Inscrire uniquement le principe dans Scop Cadoles et se référer à la Carte Mentale pour tout changement,Grande flexibilité,Structure peut-être trop mouvante
40,Décider le niveau d'implication de l'AC dans le Modèle Budgétaire ,2021-12-14 16:25:07.237013+00,voted,2022-01-14 08:57:55.567816+00,"Nous devons définir jusqu'à quel niveau l'AC souhaite prendre des décisions sur la structure du Modèle Budgétaire
Le choix du niveau impliquera que le niveau souhaité sera nécessairement inscrit dans ""Scop Cadoles""
","Option A : 7
Option B : 1
Option C : 2
Nul : 1
Abstention : 2
Blanc : 1",SCVni5UrwX232xEBdWrksMrdMVDJ8XfEvgLR7AR1EHnFVWR7m,Voter en AC les créations / modifications / suppressions de chaque Domaine,Structure Budgétaire plus stable,"Rigidité du modèle
Modification de Scop Cadoles à chaque changement de Domaine"
40,Décider le niveau d'implication de l'AC dans le Modèle Budgétaire ,2021-12-14 16:25:07.237013+00,voted,2022-01-14 08:57:55.567816+00,"Nous devons définir jusqu'à quel niveau l'AC souhaite prendre des décisions sur la structure du Modèle Budgétaire
Le choix du niveau impliquera que le niveau souhaité sera nécessairement inscrit dans ""Scop Cadoles""
","Option A : 7
Option B : 1
Option C : 2
Nul : 1
Abstention : 2
Blanc : 1",NkSXHcRVyJBbnk4DJXKw4KLP2veovLqjhK2mAmBRjSMRD7NmP,"Voter en AC les créations / modifications / suppressions de chaque Projet. Ce qui implique de définir en AC les rôles et les 
 missions associés au Projets",Maîtrise complète du modèle par l'AC,"Rigidité du modèle
Vote régulier
Lourdeur administrative
Modification régulière de Scop Cadoles"
21,B - Choix d'un prestataire pour la formation communication,2021-03-30 07:10:22.226006+00,voted,2021-05-17 09:36:34.916944+00,Choisir avec quel prestataire faire la formation communication,"GFC : 11
Orsys : 0
Abstention : 1
=> GFC est retenu, Céline et Arnaud vont planifier cette formation avec GFC",NEJhtVqXuH6emgQDc5x5u4BY8SRBfaNLspswJwPxN2q49RNyZ,"Accepter la proposition de GFC : Communication, Bienveillance et Cohésion - 1j par 1/2 groupe + 1/2j en groupe entier","Le programme est personalisé

Céline connait ce formateur","Tarif = 2 700€ TTC

Temps à y consacrer (1,5j)
"
21,B - Choix d'un prestataire pour la formation communication,2021-03-30 07:10:22.226006+00,voted,2021-05-17 09:36:34.916944+00,Choisir avec quel prestataire faire la formation communication,"GFC : 11
Orsys : 0
Abstention : 1
=> GFC est retenu, Céline et Arnaud vont planifier cette formation avec GFC",SGtX18NsRYGXTDvRUVyV7giQwFcfxu7htq7kLYXVTHacVwmNZ,Accepter la proposition de Orsys : Développer son efficacité dans les relations hierarchiques - 2 jours en 1/2 groupes),Orsys est un groupe de formation connu et reconnu,"Tarif = 3 985€ HT

Temps à y consacrer (2j)
"
15,Vente du local de l'Arquebuse - offre SCI CODANO,2021-02-02 12:54:09.182376+00,voted,2021-03-11 09:27:20.997876+00,"Bruno DAVID et Anne COUPAT (Société Symétris, nos anciens voisins de pallier) nous ont fait une offre écrite pour l'achat des bureaux de l'Arquebuse au prix de 144 000€ par le biais de la SCI CODANO.
Le bien avait été proposé à 148 500€, soit une négociation à la baisse de 4 500€. L'argument avancé est que le bâtiment devra subir des travaux dans les 2 ans liés notamment à des problèmes d'étanchéité et d'infiltrations. Une première évaluation effectuée se monte à 72 000€ selon l'étude commandée par la COPRO.
La négociation à la baisse demandée permettrait de couvrir une partie de ces travaux à venir. (la charge au tantième s'élèverait selon eux à environ 7 000€)

Pour mémoire le bien avait été acheté à 110 000€ en 2016. Un prêt de 130 000€ avait été souscrit pour inclure des travaux.
","Vote du 16/02/2021:
    Pour : 13
    Contre : 0
    Abstention : 0

",NEhovKjhPy939Fqt52FsdUBGP51D6e714sHoveY1fzqLu5Une,Refuser l'offre à 144 000€,"Obtenir un meilleur prix

Choisir une autre option que la vente
",""
15,Vente du local de l'Arquebuse - offre SCI CODANO,2021-02-02 12:54:09.182376+00,voted,2021-03-11 09:27:20.997876+00,"Bruno DAVID et Anne COUPAT (Société Symétris, nos anciens voisins de pallier) nous ont fait une offre écrite pour l'achat des bureaux de l'Arquebuse au prix de 144 000€ par le biais de la SCI CODANO.
Le bien avait été proposé à 148 500€, soit une négociation à la baisse de 4 500€. L'argument avancé est que le bâtiment devra subir des travaux dans les 2 ans liés notamment à des problèmes d'étanchéité et d'infiltrations. Une première évaluation effectuée se monte à 72 000€ selon l'étude commandée par la COPRO.
La négociation à la baisse demandée permettrait de couvrir une partie de ces travaux à venir. (la charge au tantième s'élèverait selon eux à environ 7 000€)

Pour mémoire le bien avait été acheté à 110 000€ en 2016. Un prêt de 130 000€ avait été souscrit pour inclure des travaux.
","Vote du 16/02/2021:
    Pour : 13
    Contre : 0
    Abstention : 0

",jter9dpLEFkQDpiWGCThGMD2Yv3ENwYEaBedDAFu2QUbFTsT7,Accepter l'offre à 144 000€,"La négociation semble raisonable

Ne plus avoir à gérer ce bien

Ne plus payer de charges pour un bien inexploité
",""
42,Mise à disposition des locaux aux salariés en dehors des horaires de bureau,2022-03-23 11:10:06.889009+00,voted,2022-04-12 13:52:57.911908+00,"Autorisons nous nos salariés à utiliser les locaux et certains moyens matériels de Cadoles pour des événements ouverts au public ? Et si oui, quels seraient les éléments ""cadres"" de ce type d'usages ? ","Pour : 6
Contre : 0
Abstention : 0
=> adopté, groupe de travail à constituer pour rédaction de la charte",QWuqELDtgPBjiSgny58M1wQdjYEiM17m5DRz8YHhdXACQNcow,"1. Autoriser les salariés à utiliser les locaux de Cadoles en dehors des horaires de bureau, modulo la définition des contraintes suivantes:

- Quels sont les plages horaires autorisées ?
- Quels sont les moyens techniques mis à disposition des salariés dans ce cadre (accès Internet, salles utilisables) ?
- Quelles sont les modalités de réservation et de publicité de la réservation des locaux ?
- Quelles sont les responsabilités de l'organisateur de l’événement ? (nettoyage des locaux après événement, limitation du nombre de personnes présentes, etc)
- Quels sont les obligations de traçabilité ? (ex: registre de présence ?)

2. Rédiger la charte qui répondra aux questions précédentes et définira le cadre d'usage.","- Amélioration (potentielle) de l'image de Cadoles auprès du tissu local (étudiant, professionnel, associatif)
- Mise à disposition de ressources par Cadoles auprès de ses salariés","- Travail de rédaction et de définition de la charte
- Suivi logistique (réservation) des événements dans le futur"
